historic, 22, 0.0000219807
flemish, 8, 0.0000079930
first, 931, 0.0009301824
europe, 154, 0.0001538648
declare, 12, 0.0000119895
itself, 108, 0.0001079052
independent, 70, 0.0000699385
feudal, 1, 0.0000009991
control, 140, 0.0001398770
plethora, 2, 0.0000019982
medieval, 27, 0.0000269763
vista, 11, 0.0000109903
bridge, 40, 0.0000399649
entitle, 44, 0.0000439614
compete, 11, 0.0000109903
bruge, 2, 0.0000019982
amsterdam, 187, 0.0001868358
title, 541, 0.0005405249
venice, 8, 0.0000079930
north, 209, 0.0002088165
busy, 9, 0.0000089921
industrial, 49, 0.0000489570
commercial, 59, 0.0000589482
administrative, 33, 0.0000329710
east, 158, 0.0001578612
flander, 3, 0.0000029974
dutch, 172, 0.0001718489
depend, 100, 0.0000999122
viewpoint, 24, 0.0000239789
nearly, 33, 0.0000329710
every-body, 1, 0.0000009991
english, 2105, 0.0021031513
french, 502, 0.0005015591
least, 337, 0.0003367040
degree, 174, 0.0001738472
fluency, 24, 0.0000239789
numerous, 43, 0.0000429622
cafe, 5, 0.0000049956
pub, 112, 0.0001119016
near, 76, 0.0000759333
area, 720, 0.0007193677
two, 983, 0.0009821367
vegetarian, 19, 0.0000189833
many, 674, 0.0006734081
small, 144, 0.0001438735
hour, 142, 0.0001418753
cheap, 3, 0.0000029974
northern, 82, 0.0000819280
european, 434, 0.0004336188
standard, 306, 0.0003057313
wish, 242, 0.0002417875
combine, 92, 0.0000919192
visit, 159, 0.0001588604
surround, 26, 0.0000259772
train, 195, 0.0001948287
less, 201, 0.0002008235
brussel, 35, 0.0000349693
antwerp, 16, 0.0000159859
belgian, 11, 0.0000109903
coast, 24, 0.0000239789
ardenn, 1, 0.0000009991
pari, 201, 0.0002008235
within, 407, 0.0004066426
few, 252, 0.0002517787
queries, 1, 0.0000009991
attend, 136, 0.0001358806
fill, 77, 0.0000769324
return, 108, 0.0001079052
payment, 159, 0.0001588604
1st, 111, 0.0001109025
confirmation, 13, 0.0000129886
detail, 427, 0.0004266250
arrangement, 69, 0.0000689394
send, 1217, 0.0012159312
third, 131, 0.0001308850
enquiry, 62, 0.0000619455
jim, 33, 0.0000329710
o'driscoll, 1, 0.0000009991
stef, 4, 0.0000039965
slembrouck, 4, 0.0000039965
seminarie, 2, 0.0000019982
voor, 6, 0.0000059947
engelse, 2, 0.0000019982
taalkunde, 4, 0.0000039965
universiteit, 30, 0.0000299737
rozier, 6, 0.0000059947
44, 222, 0.0002218050
b-9000, 7, 0.0000069939
64, 35, 0.0000349693
37, 37, 0.0000369675
88, 16, 0.0000159859
89, 33, 0.0000329710
90, 147, 0.0001468709
fax, 1337, 0.0013358258
41, 72, 0.0000719368
95, 214, 0.0002138121
e-mail, 901, 0.0009002087
pala92, 1, 0.0000009991
engllang, 2, 0.0000019982
rug, 65, 0.0000649429
ac, 906, 0.0009052043
*, 23551, 0.0235303169
92, 26, 0.0000259772
surname, 19, 0.0000189833
_, 32639, 0.0326103355
address, 1520, 0.0015186651
affiliation, 334, 0.0003337067
participate, 89, 0.0000889218
enclose, 63, 0.0000629447
eurocheque, 22, 0.0000219807
direct, 180, 0.0001798419
transfer, 100, 0.0000999122
account, 343, 0.0003426988
tick, 17, 0.0000169851
appropriate, 151, 0.0001508674
fee, 409, 0.0004086408
bf, 20, 0.0000199824
1000, 39, 0.0000389657
non-member, 13, 0.0000129886
2000, 33, 0.0000329710
600, 28, 0.0000279754
9th, 37, 0.0000369675
500, 109, 0.0001089043
10th, 37, 0.0000369675
tue, 17, 0.0000169851
8th, 36, 0.0000359684
525, 8, 0.0000079930
wed, 14, 0.0000139877
thu, 5, 0.0000049956
frus, 18, 0.0000179842
11th, 41, 0.0000409640
specify, 91, 0.0000909201
money, 74, 0.0000739350
cheque, 82, 0.0000819280
300, 51, 0.0000509552
therefore, 139, 0.0001388779
total, 102, 0.0001019104
lacto-vegetarian, 1, 0.0000009991
vegan, 4, 0.0000039965
signature, 38, 0.0000379666
please, 1460, 0.0014587178
pala9, 1, 0.0000009991
final, 295, 0.0002947409
note, 495, 0.0004945653
must, 609, 0.0006084652
franc, 11, 0.0000109903
payable, 68, 0.0000679403
vium, 268, 0.0002677646
swift, 3, 0.0000029974
quote, 105, 0.0001049078
bank, 125, 0.0001248902
number, 918, 0.0009171938
bbru, 1, 0.0000009991
bb, 2, 0.0000019982
900, 14, 0.0000139877
bbl, 2, 0.0000019982
390-0959358, 1, 0.0000009991
83, 32, 0.0000319719
problem, 516, 0.0005155468
method, 429, 0.0004286232
organizer, 204, 0.0002038208
causative, 46, 0.0000459596
korean, 147, 0.0001468709
anyone, 296, 0.0002957400
point, 554, 0.0005535135
article, 374, 0.0003736715
directly, 173, 0.0001728481
thank, 412, 0.0004116382
!, 865, 0.0008642403
hiromus, 6, 0.0000059947
morikawa, 2, 0.0000019982
psych, 10, 0.0000099912
stanford, 192, 0.0001918314
edu, 1737, 0.0017354745
l2, 62, 0.0000619455
learn, 573, 0.0005724968
empathy, 5, 0.0000049956
graduate, 211, 0.0002108147
education, 329, 0.0003287111
colleague, 117, 0.0001168972
mine, 80, 0.0000799297
linguist, 876, 0.0008752307
able, 179, 0.0001788428
help, 311, 0.0003107269
evaluation, 319, 0.0003187198
exchange, 98, 0.0000979139
program, 908, 0.0009072026
indonesium, 39, 0.0000389657
object, 352, 0.0003516909
prepare, 96, 0.0000959157
high, 132, 0.0001318841
school, 575, 0.0005744950
wonder, 88, 0.0000879227
correlation, 26, 0.0000259772
acquisition, 594, 0.0005934783
participation, 184, 0.0001838384
culture, 268, 0.0002677646
involvement, 17, 0.0000169851
skill, 84, 0.0000839262
seem, 470, 0.0004695872
thing, 236, 0.0002357927
however, 383, 0.0003826636
negative, 117, 0.0001168972
aspect, 502, 0.0005015591
apparently, 64, 0.0000639438
development, 575, 0.0005744950
drop, 33, 0.0000329710
due, 274, 0.0002737594
shock, 8, 0.0000079930
become, 244, 0.0002437857
deeply, 9, 0.0000089921
immerse, 3, 0.0000029974
reference, 774, 0.0007733203
idea, 252, 0.0002517787
gratefully, 12, 0.0000119895
receive, 459, 0.0004585969
summarise, 13, 0.0000129886
patrick, 83, 0.0000829271
mcconvell, 6, 0.0000059947
anthropology, 89, 0.0000889218
northrn, 2, 0.0000019982
territory, 26, 0.0000259772
po, 93, 0.0000929183
box, 239, 0.0002387901
40146, 2, 0.0000019982
casuarina, 1, 0.0000009991
nt, 21, 0.0000209816
0811, 2, 0.0000019982
psycholinguistic, 140, 0.0001398770
undergraduate, 84, 0.0000839262
course, 553, 0.0005525143
shortly, 31, 0.0000309728
appreciate, 84, 0.0000839262
suggestion, 109, 0.0001089043
instructor, 41, 0.0000409640
experience, 387, 0.0003866601
indebt, 1, 0.0000009991
offer, 283, 0.0002827515
specific, 254, 0.0002537769
work, 1415, 0.0014137573
helen, 37, 0.0000369675
neville, 1, 0.0000009991
deaf, 66, 0.0000659420
alingual, 1, 0.0000009991
acquisiton, 1, 0.0000009991
asl, 49, 0.0000489570
m, 1147, 0.0011459927
klaiman, 2, 0.0000019982
umnacux, 1, 0.0000009991
german, 538, 0.0005375275
corpora, 31, 0.0000309728
on-line, 57, 0.0000569499
corpus, 405, 0.0004046443
modern, 302, 0.0003017348
information, 2120, 0.0021181382
ken, 52, 0.0000519543
beesley, 18, 0.0000179842
parc, 16, 0.0000159859
xerox, 105, 0.0001049078
com, 441, 0.0004406127
t, 447, 0.0004466074
hi, 38, 0.0000379666
design, 215, 0.0002148112
experiment, 80, 0.0000799297
mandarin, 84, 0.0000839262
tone, 90, 0.0000899210
phonology, 510, 0.0005095521
requirement, 152, 0.0001518665
little, 211, 0.0002108147
library, 104, 0.0001039087
on-go, 10, 0.0000099912
debate, 97, 0.0000969148
phonetics, 111, 0.0001109025
useful, 124, 0.0001238911
welcome, 269, 0.0002687638
lot, 167, 0.0001668533
sophium, 12, 0.0000119895
wang, 29, 0.0000289745
ling, 183, 0.0001828393
ed, 522, 0.0005215416
uk, 1118, 0.0011170181
job, 160, 0.0001598595
utah, 21, 0.0000209816
linguistic, 3081, 0.0030782942
invite, 650, 0.0006494292
application, 637, 0.0006364406
one-year, 6, 0.0000059947
assistant, 75, 0.0000749341
professor, 290, 0.0002897453
position, 484, 0.0004835749
begin, 235, 0.0002347936
minimum, 37, 0.0000369675
b, 665, 0.0006644160
d, 906, 0.0009052043
candidate, 151, 0.0001508674
expect, 208, 0.0002078173
introductory, 95, 0.0000949166
american, 465, 0.0004645916
major, 243, 0.0002427866
general, 555, 0.0005545126
letter, 249, 0.0002487813
curriculum, 65, 0.0000649429
vita, 46, 0.0000459596
sample, 113, 0.0001129008
publication, 499, 0.0004985618
mauricio, 4, 0.0000039965
mixco, 3, 0.0000029974
director, 85, 0.0000849254
stewart, 12, 0.0000119895
build, 195, 0.0001948287
213, 15, 0.0000149868
salt, 29, 0.0000289745
lake, 36, 0.0000359684
ut, 28, 0.0000279754
84112, 2, 0.0000019982
further, 552, 0.0005515152
telephone, 212, 0.0002118138
801-581, 1, 0.0000009991
7432, 1, 0.0000009991
email, 854, 0.0008532500
dipaolo, 1, 0.0000009991
anthro, 7, 0.0000069939
montreal, 115, 0.0001148990
poste, 7, 0.0000069939
de, 2853, 0.0028504944
professeur, 11, 0.0000109903
e, 2014, 0.0020122312
regulier, 2, 0.0000019982
ere, 8, 0.0000079930
en, 358, 0.0003576856
phonologie, 12, 0.0000119895
le, 563, 0.0005625056
departement, 27, 0.0000269763
linguistique, 123, 0.0001228920
l, 887, 0.0008862210
uqam, 11, 0.0000109903
sollicite, 3, 0.0000029974
candidature, 7, 0.0000069939
pour, 85, 0.0000849254
un, 157, 0.0001568621
temp, 24, 0.0000239789
complet, 3, 0.0000029974
profil, 1, 0.0000009991
des, 8, 0.0000079930
fonctions, 1, 0.0000009991
enseignement, 25, 0.0000249780
et, 440, 0.0004396136
encadrement, 1, 0.0000009991
aux, 53, 0.0000529535
etude, 24, 0.0000239789
premier, 12, 0.0000119895
cycle, 21, 0.0000209816
avan, 2, 0.0000019982
cee, 5, 0.0000049956
assurer, 1, 0.0000009991
la, 725, 0.0007243633
vitalite, 1, 0.0000009991
recherche, 29, 0.0000289745
dan, 171, 0.0001708498
domaine, 21, 0.0000209816
specialite, 2, 0.0000019982
service, 166, 0.0001658542
communaute, 1, 0.0000009991
exigences, 1, 0.0000009991
ph, 169, 0.0001688516
universitaire, 14, 0.0000139877
solide, 1, 0.0000009991
dossier, 7, 0.0000069939
recent, 286, 0.0002857488
revue, 12, 0.0000119895
avec, 53, 0.0000529535
jury, 12, 0.0000119895
attestant, 1, 0.0000009991
une, 125, 0.0001248902
competence, 59, 0.0000589482
vise, 2, 0.0000019982
entree, 4, 0.0000039965
fonction, 2, 0.0000019982
1er, 11, 0.0000109903
juillet, 11, 0.0000109903
souscrit, 1, 0.0000009991
acce, 1, 0.0000009991
egalite, 1, 0.0000009991
femm, 2, 0.0000019982
emplous, 8, 0.0000079930
con, 36, 0.0000359684
formement, 1, 0.0000009991
exigence, 3, 0.0000029974
relative, 117, 0.0001168972
immigration, 5, 0.0000049956
au, 283, 0.0002827515
canada, 321, 0.0003207181
ce, 57, 0.0000569499
fert, 1, 0.0000009991
citoyens-e, 1, 0.0000009991
residents-e, 1, 0.0000009991
permanentes-e, 1, 0.0000009991
traitement, 14, 0.0000139877
selon, 5, 0.0000049956
convention, 75, 0.0000749341
collective, 28, 0.0000279754
spuq-uqam, 1, 0.0000009991
personn, 4, 0.0000039965
interess, 4, 0.0000039965
sont, 45, 0.0000449605
prie, 2, 0.0000019982
faire, 7, 0.0000069939
parvenir, 8, 0.0000079930
francai, 40, 0.0000399649
signe, 2, 0.0000019982
incluant, 3, 0.0000029974
nom, 17, 0.0000169851
adresse, 30, 0.0000299737
numero, 7, 0.0000069939
troi, 7, 0.0000069939
repondant, 1, 0.0000009991
avant, 20, 0.0000199824
mai, 22, 0.0000219807
robert, 243, 0.0002427866
papen, 2, 0.0000019982
directeur, 8, 0.0000079930
c, 1092, 0.0010910410
p, 760, 0.0007593325
8888, 9, 0.0000089921
succ, 2, 0.0000019982
quebec, 43, 0.0000429622
h3c, 2, 0.0000019982
3p8, 1, 0.0000009991
514-987, 2, 0.0000019982
8416, 1, 0.0000009991
telecopieur, 5, 0.0000049956
4652, 1, 0.0000009991
r14730, 1, 0.0000009991
lectureship, 19, 0.0000189833
h, 441, 0.0004406127
o, 835, 0.0008342667
f, 357, 0.0003566865
n, 471, 0.0004705864
g, 787, 0.0007863088
v, 581, 0.0005804897
r, 620, 0.0006194555
y, 294, 0.0002937418
lecturer, 95, 0.0000949166
generative, 140, 0.0001398770
successful, 91, 0.0000909201
complete, 227, 0.0002268006
doctorate, 13, 0.0000129886
demonstrate, 126, 0.0001258893
strong, 104, 0.0001039087
research, 1532, 0.0015306546
focus, 444, 0.0004436101
historical, 284, 0.0002837506
syntax, 791, 0.0007903053
romance, 157, 0.0001568621
dissertation, 181, 0.0001808410
publish, 528, 0.0005275363
ability, 132, 0.0001318841
advantage, 59, 0.0000589482
post, 529, 0.0005285354
tenable, 2, 0.0000019982
1, 2284, 0.0022819941
october, 255, 0.0002547761
salary, 71, 0.0000709376
range, 206, 0.0002058191
12, 668, 0.0006674133
860, 2, 0.0000019982
827, 1, 0.0000009991
pound, 99, 0.0000989131
per, 244, 0.0002437857
annum, 10, 0.0000099912
grade, 26, 0.0000259772
scale, 48, 0.0000479578
accord, 119, 0.0001188955
obtain, 109, 0.0001089043
personnel, 21, 0.0000209816
officer, 25, 0.0000249780
old, 241, 0.0002407883
shire, 2, 0.0000019982
durham, 35, 0.0000349693
dh1, 3, 0.0000029974
3hp, 2, 0.0000019982
unite, 117, 0.0001168972
kingdom, 61, 0.0000609464
091-374, 2, 0.0000019982
3158, 2, 0.0000019982
4747, 1, 0.0000009991
whom, 64, 0.0000639438
later, 197, 0.0001968270
=, 12139, 0.0121283392
a083, 1, 0.0000009991
concord, 21, 0.0000209816
grammar, 987, 0.0009861332
various, 320, 0.0003197190
dialect, 381, 0.0003806654
british, 144, 0.0001438735
speak, 543, 0.0005425231
natively, 3, 0.0000029974
answer, 218, 0.0002178085
grammaticality, 17, 0.0000169851
question, 819, 0.0008182807
effect, 244, 0.0002437857
ll, 127, 0.0001268885
back, 179, 0.0001788428
kroch, 18, 0.0000179842
change, 560, 0.0005595082
upenn, 63, 0.0000629447
try, 177, 0.0001768446
compile, 51, 0.0000509552
commercially, 9, 0.0000089921
aid, 42, 0.0000419631
translation, 540, 0.0005395258
spanish, 497, 0.0004965635
project, 379, 0.0003786672
shelf, 4, 0.0000039965
software, 286, 0.0002857488
summary, 394, 0.0003936540
response, 309, 0.0003087286
rick, 16, 0.0000159859
wojcik, 7, 0.0000069939
rwojcik, 1, 0.0000009991
atc, 1, 0.0000009991
boe, 2, 0.0000019982
doe, 105, 0.0001049078
anybody, 88, 0.0000879227
gunnar, 7, 0.0000069939
fant, 3, 0.0000029974
christol, 1, 0.0000009991
gobl, 1, 0.0000009991
advance, 324, 0.0003237155
julie, 15, 0.0000149868
silverman, 24, 0.0000239789
jule, 11, 0.0000109903
nynexst, 1, 0.0000009991
posting, 32, 0.0000319719
irish, 40, 0.0000399649
hard, 187, 0.0001868358
palatal, 11, 0.0000109903
slender, 1, 0.0000009991
consonant, 163, 0.0001628568
helpful, 55, 0.0000549517
too, 192, 0.0001918314
laurel, 5, 0.0000049956
sutton, 3, 0.0000029974
garnet, 4, 0.0000039965
berkeley, 137, 0.0001368797
icelandic, 57, 0.0000569499
tell, 239, 0.0002387901
whether, 305, 0.0003047321
vp, 69, 0.0000689394
ellipsis, 38, 0.0000379666
somethe, 5, 0.0000049956
want, 282, 0.0002817523
movie, 16, 0.0000159859
kind, 263, 0.0002627690
phenomenon, 272, 0.0002717611
borrow, 59, 0.0000589482
mary, 135, 0.0001348814
bill, 74, 0.0000739350
fix, 31, 0.0000309728
car, 56, 0.0000559508
n't, 717, 0.0007163703
suggest, 224, 0.0002238033
check, 202, 0.0002018226
through, 373, 0.0003726724
volume, 424, 0.0004236276
semantic, 627, 0.0006264494
series, 150, 0.0001498683
yet, 181, 0.0001808410
reply, 185, 0.0001848375
laurenco, 1, 0.0000009991
uconnvm, 6, 0.0000059947
elizabeth, 63, 0.0000629447
laurencot, 1, 0.0000009991
connecticut, 35, 0.0000349693
search, 135, 0.0001348814
whereabout, 1, 0.0000009991
dr, 469, 0.0004685881
peter, 222, 0.0002218050
hawkin, 12, 0.0000119895
phonetician, 13, 0.0000129886
edinburgh, 194, 0.0001938296
queen, 26, 0.0000259772
college, 326, 0.0003257137
seek, 114, 0.0001138999
collaborate, 10, 0.0000099912
self-instructional, 2, 0.0000019982
computer, 582, 0.0005814889
phonetic, 241, 0.0002407883
notation, 20, 0.0000199824
micro, 6, 0.0000059947
move, 152, 0.0001518665
along, 140, 0.0001398770
need, 439, 0.0004386145
ibm, 41, 0.0000409640
pcs, 14, 0.0000139877
3, 1557, 0.0015556326
378, 3, 0.0000029974
trivial, 15, 0.0000149868
inquiry, 133, 0.0001328832
realm, 26, 0.0000259772
word, 1584, 0.0015826089
why, 283, 0.0002827515
acquire, 88, 0.0000879227
syntactic, 409, 0.0004086408
characteristic, 79, 0.0000789306
although, 211, 0.0002108147
actual, 66, 0.0000659420
command, 39, 0.0000389657
telnet, 24, 0.0000239789
cunyvm, 11, 0.0000109903
cuny, 48, 0.0000479578
hear, 239, 0.0002387901
ordinary, 29, 0.0000289745
folks, 14, 0.0000139877
verb, 559, 0.0005585091
particle, 113, 0.0001129008
rarely, 19, 0.0000189833
transitive, 35, 0.0000349693
hence, 52, 0.0000519543
cornell, 84, 0.0000839262
often, 174, 0.0001738472
myself, 59, 0.0000589482
feeling, 13, 0.0000129886
correctness, 14, 0.0000139877
never, 147, 0.0001468709
passive, 46, 0.0000459596
absolutely, 19, 0.0000189833
intransitively, 1, 0.0000009991
spend, 32, 0.0000319719
curiosity, 6, 0.0000059947
toby, 5, 0.0000049956
paff, 2, 0.0000019982
tobypaff, 1, 0.0000009991
pucc, 4, 0.0000039965
princeton, 44, 0.0000439614
370, 4, 0.0000039965
